rep,id,fM1,theta,group
17,15,5.32879495659579,10.6806466942138,simulationGroup1
18,1,5.68760882511508,8.43847706234888,simulationGroup1
18,2,9.31280030001751,26.6448238643984,simulationGroup1
18,3,1.71774370887377,13.7035395895964,simulationGroup1
18,4,3.06768910418542,21.4270534890175,simulationGroup1
18,5,2.87755931390437,27.9820140730913,simulationGroup1
18,6,12.093101873337,20.9653127789441,simulationGroup1
18,7,5.76312556085498,10.5690569368043,simulationGroup1
18,8,1.87765332784706,12.9933590859225,simulationGroup1
18,9,10.3759618595399,21.8515529338534,simulationGroup1
18,10,1.25024799691597,20.7512688431785,simulationGroup1
18,11,8.23601694563294,13.7578121878496,simulationGroup1
18,12,0.9674236944733218,21.5608606920768,simulationGroup1
18,13,4.16486541102027,26.9889210266804,simulationGroup1
18,14,5.21699651882094,14.1317274392867,simulationGroup1
18,15,1.01618709496351,18.1796732609325,simulationGroup1
19,1,5.74836896120656,32.7101510532338,simulationGroup1
19,2,10.561184185167,9.98140958683742,simulationGroup1
19,3,2.15798456975402,5.44510334614573,simulationGroup1
19,4,3.6090512169221,28.6534643831054,simulationGroup1
19,5,1.51009852028343,31.7424576561506,simulationGroup1
19,6,3.10182937377112,11.2905584823685,simulationGroup1
19,7,28.2390754050324,5.64412269439434,simulationGroup1
19,8,11.3663657800619,26.6091324112031,simulationGroup1
19,9,3.61133495527622,26.8191914442443,simulationGroup1
19,10,3.15805444921961,15.9823212206337,simulationGroup1
19,11,8.11621263335429,10.7676120719666,simulationGroup1
19,12,3.88218888517877,12.9961906929075,simulationGroup1
19,13,7.2073500050843,11.2156803491591,simulationGroup1
19,14,16.5479986748619,24.1325643912521,simulationGroup1
19,15,8.09568841451176,19.8111525306656,simulationGroup1
20,1,6.95952354370138,17.9119591973624,simulationGroup1
20,2,10.116181285307,19.9399998804006,simulationGroup1
20,3,46.7453165275532,5.78473381788031,simulationGroup1
20,4,15.6557729312223,17.669339784408,simulationGroup1
20,5,10.8711141066059,31.1586873034883,simulationGroup1
20,6,8.8428976593196,44.0757189076755,simulationGroup1
20,7,7.52034920354393,21.3104782061586,simulationGroup1
20,8,1.65078513456621,34.1872222430237,simulationGroup1
20,9,6.18326715273931,19.5643637185281,simulationGroup1
20,10,10.6251393953952,20.1668722011439,simulationGroup1
20,11,3.28285776951798,21.3123660494542,simulationGroup1
20,12,1.22280972479855,31.2397242195202,simulationGroup1
20,13,9.45001486415408,33.7785007552399,simulationGroup1
20,14,4.14734433185094,27.6102446677633,simulationGroup1
20,15,6.00899498915497,16.1931644674739,simulationGroup1
21,1,1.45754875617979,18.4387029477591,simulationGroup1
21,2,13.2276228241245,11.1214387256546,simulationGroup1
21,3,17.7825314726867,13.4998598428695,simulationGroup1
21,4,1.19600189910182,15.66380019024,simulationGroup1
21,5,4.2387988170756,37.8956473522851,simulationGroup1
21,6,12.8493936625664,14.4318957491772,simulationGroup1
21,7,9.53529140527353,24.6630921845692,simulationGroup1
21,8,2.84233721270625,11.0161229329181,simulationGroup1
21,9,1.14851957979768,23.300661599081,simulationGroup1
21,10,6.61726632214626,10.3339019646838,simulationGroup1
21,11,2.53714395548672,34.0072421683838,simulationGroup1
21,12,2.0163234303346,17.5044105324955,simulationGroup1
21,13,3.04018692383574,17.2185037103861,simulationGroup1
21,14,7.00132343147212,13.0064388351942,simulationGroup1
21,15,11.0185750116182,48.5375593222668,simulationGroup1
22,1,3.63999756192256,10.503452842434,simulationGroup1
22,2,17.2935823761249,7.16393566385049,simulationGroup1
22,3,11.0919948152151,27.7247601822925,simulationGroup1
22,4,5.04742272816376,16.8744261112943,simulationGroup1
22,5,2.44097853929319,24.4060826438025,simulationGroup1
22,6,3.22314668888379,45.5165823519424,simulationGroup1
22,7,3.02279136039352,64.4663440350103,simulationGroup1
22,8,3.23274859212671,26.5082857471029,simulationGroup1
22,9,6.50463104545817,27.0912511330364,simulationGroup1
22,10,5.62681352893391,45.4065819211192,simulationGroup1
22,11,9.32931134980243,19.619741834914,simulationGroup1
22,12,3.5393350124647,9.98875353410864,simulationGroup1
22,13,2.82881830809235,12.8897899312517,simulationGroup1
22,14,11.1609358055606,9.97076775832805,simulationGroup1
22,15,1.48873753475362,22.5963248118289,simulationGroup1
23,1,10.6812422194913,32.3546798105685,simulationGroup1
23,2,6.82346108958799,15.3260502403403,simulationGroup1
23,3,3.39593596610703,13.6956037464689,simulationGroup1
23,4,2.81557037727005,19.9974050430939,simulationGroup1
23,5,6.34778459981926,54.3450036825391,simulationGroup1
23,6,1.71201339882007,20.0196965466145,simulationGroup1
23,7,2.85299227012342,25.6723295861023,simulationGroup1
23,8,9.86666447435575,15.4829546611683,simulationGroup1
23,9,2.25360199106754,29.2896519528696,simulationGroup1
23,10,7.94154384811378,13.5988763104525,simulationGroup1
23,11,20.6331643288444,21.069861561547,simulationGroup1
23,12,1.09730351421645,28.4308465990137,simulationGroup1
23,13,3.38505165415979,39.3533465381502,simulationGroup1
23,14,0.5686442913536148,11.2148943908974,simulationGroup1
23,15,2.87562252028244,9.85404187125887,simulationGroup1
24,1,4.89523016224828,9.65807260075282,simulationGroup1
24,2,2.83529564446679,69.9847654955496,simulationGroup1
24,3,6.10159633777123,33.1234972317126,simulationGroup1
24,4,15.1046387618391,29.1625103114258,simulationGroup1
24,5,3.58664969574996,10.1090617364399,simulationGroup1
24,6,6.29502129267909,29.337170409074,simulationGroup1
24,7,6.26788747402567,14.872902867968,simulationGroup1
24,8,15.5919639750331,7.74517742456542,simulationGroup1
24,9,9.02692723502489,27.7857624394773,simulationGroup1
24,10,1.56697587610576,16.1576142546002,simulationGroup1
24,11,2.2916051324595,7.55035399621433,simulationGroup1
24,12,2.78153701058418,16.4189843853921,simulationGroup1
24,13,0.4253879225301881,8.24217385195417,simulationGroup1
24,14,13.1097120044401,24.7276551749371,simulationGroup1
24,15,16.914149769356,27.4412666282312,simulationGroup1
25,1,4.40568166441663,21.934288578806,simulationGroup1
25,2,4.47503659339554,18.0603210831143,simulationGroup1
25,3,11.6668623803572,8.14199098697596,simulationGroup1
25,4,5.68558304900911,25.5621909818174,simulationGroup1
25,5,2.72756869493228,8.38675834621735,simulationGroup1
25,6,24.6590828073077,19.9413761786605,simulationGroup1
25,7,8.18110036859566,8.86791564375834,simulationGroup1
25,8,3.39246845484114,8.01131474021451,simulationGroup1
25,9,21.1419449677748,14.3816000024368,simulationGroup1
25,10,2.25814447276995,28.8826798348786,simulationGroup1
25,11,4.30293436128059,33.6840454918724,simulationGroup1
25,12,1.67254409490896,26.2472143679813,simulationGroup1
25,13,4.07941287941884,26.9490025496658,simulationGroup1
25,14,2.76629287481044,8.8177722344383,simulationGroup1
25,15,3.25053735439904,17.5273041199833,simulationGroup1
26,1,5.59824026722366,7.53369854634636,simulationGroup1
26,2,1.50238487697221,19.3773068884864,simulationGroup1
26,3,1.43482928189788,19.1340739486869,simulationGroup1
26,4,5.28434326775975,22.5876088283184,simulationGroup1
26,5,2.88163538506851,29.6368137229638,simulationGroup1
26,6,14.0135092476525,8.80393411786386,simulationGroup1
26,7,13.560118430493,22.7661338243218,simulationGroup1
26,8,7.57781082305974,9.99785406328346,simulationGroup1
26,9,8.1936134296919,15.2446939912951,simulationGroup1
26,10,34.9671290639831,12.4747912753241,simulationGroup1
26,11,5.97713638896005,36.5807001314829,simulationGroup1
26,12,1.85882621987479,21.1269455425357,simulationGroup1
26,13,1.28171866041235,17.8225780919515,simulationGroup1
26,14,1.62588269417863,55.9502137386266,simulationGroup1
26,15,3.86695528328606,8.03670221519999,simulationGroup1
27,1,13.6353537402371,23.8555031927815,simulationGroup1
27,2,7.39666320283109,24.2060882980276,simulationGroup1
27,3,1.64599270231669,22.2520931441683,simulationGroup1
27,4,17.2040308920983,9.40806879073888,simulationGroup1
27,5,1.68717658021847,19.660423034305,simulationGroup1
27,6,10.2705790476247,20.0731565425688,simulationGroup1
27,7,3.74004980628105,26.9086506605939,simulationGroup1
27,8,2.14704125791454,11.0060700620121,simulationGroup1
27,9,5.60358876458511,12.2227545301381,simulationGroup1
27,10,3.39338551512745,14.4724733073366,simulationGroup1
27,11,5.07939293706874,13.6494716058178,simulationGroup1
27,12,7.21513427853064,29.4609578494663,simulationGroup1
27,13,2.79948944110913,25.8436476215738,simulationGroup1
27,14,4.22171325961329,16.2573899021086,simulationGroup1
27,15,3.44350146243803,25.2642950018862,simulationGroup1
28,1,6.8107426363265,33.0677380659585,simulationGroup1
28,2,4.91103406002388,28.6304894135686,simulationGroup1
28,3,3.01712122869119,14.8230908320478,simulationGroup1
28,4,3.44385242888155,24.8270209315205,simulationGroup1
28,5,11.9555134463671,23.2838020224319,simulationGroup1
28,6,18.2146434552592,8.64575932676619,simulationGroup1
28,7,4.90072504092299,27.7262509216041,simulationGroup1
28,8,3.13694595607501,25.678056343915,simulationGroup1
28,9,2.0553711205382,20.6478984170355,simulationGroup1
28,10,5.1397088643631,9.12425200602736,simulationGroup1
28,11,2.53950322361719,26.7767450485372,simulationGroup1
28,12,3.55059704400853,31.3263303022326,simulationGroup1
28,13,5.98887565953283,16.544232117418,simulationGroup1
28,14,11.3812525789414,28.3597633423315,simulationGroup1
28,15,14.4499941328891,13.5820316748191,simulationGroup1
29,1,2.04697958601031,27.1526319160916,simulationGroup1
29,2,2.22070208758553,25.2915173448461,simulationGroup1
29,3,6.12834062468987,23.5947995225205,simulationGroup1
29,4,3.22563627304786,11.231026475136,simulationGroup1
29,5,0.6323897328657505,8.6173452491608,simulationGroup1
29,6,6.2932739991095,18.0945465660094,simulationGroup1
29,7,8.42692855922827,16.5098346136842,simulationGroup1
29,8,11.8692579767927,7.29911917236798,simulationGroup1
29,9,2.71123584018741,22.2569992176369,simulationGroup1
29,10,1.26369033189111,49.3930885226394,simulationGroup1
29,11,3.72929919604396,22.1696280386547,simulationGroup1
29,12,5.96385929160987,27.2297341232345,simulationGroup1
29,13,1.80836772985921,12.2057346906213,simulationGroup1
29,14,15.0575027371265,8.58165639444678,simulationGroup1
29,15,6.22566447977814,25.2773366096676,simulationGroup1
30,1,3.87798728109381,27.2666084181769,simulationGroup1
30,2,1.21659772776417,24.0008123714152,simulationGroup1
30,3,4.96459399687721,21.3384279739077,simulationGroup1
30,4,3.73007158617623,17.0406617685569,simulationGroup1
30,5,9.72364215500732,16.1480243431615,simulationGroup1
30,6,3.10671456887399,43.6872676406408,simulationGroup1
30,7,4.10450822150419,9.11594228276557,simulationGroup1
30,8,2.4348792011479,22.9053076957388,simulationGroup1
30,9,13.802451999553,14.5528371227266,simulationGroup1
30,10,6.23579974870126,14.1997819539937,simulationGroup1
30,11,2.81102645400685,7.75887061331843,simulationGroup1
30,12,2.21340278204587,15.7523580846197,simulationGroup1
30,13,5.92887772249339,11.840630895159,simulationGroup1
30,14,4.65642015754669,18.4509571356574,simulationGroup1
30,15,2.51382870509223,17.513018299618,simulationGroup1
31,1,8.37615343538535,29.9138231990345,simulationGroup1
31,2,2.01249034245144,16.3046458410583,simulationGroup1
31,3,3.58427540023462,21.376747491101,simulationGroup1
31,4,2.70097580450268,55.3704276713324,simulationGroup1
31,5,11.0226076847002,18.6256386017919,simulationGroup1
31,6,2.12028562617921,12.0642893127078,simulationGroup1
31,7,3.4365166757608,15.2812590398023,simulationGroup1
31,8,2.4507772925746,19.2071196812698,simulationGroup1
31,9,8.72977258447052,25.5248605734188,simulationGroup1
31,10,8.46649374279868,13.1849066921516,simulationGroup1
31,11,2.77356914711728,21.8475324901787,simulationGroup1
31,12,1.58402908257068,14.0194332067173,simulationGroup1
31,13,2.54027977021202,27.9019345740203,simulationGroup1
31,14,5.20726903667939,21.2215571896802,simulationGroup1
31,15,1.51604703909538,6.09933103544038,simulationGroup1
32,1,3.18978128332591,15.4983769340272,simulationGroup1
32,2,0.5345198385363371,19.2547995626888,simulationGroup1
32,3,17.5539491351472,19.5866779852518,simulationGroup1
32,4,1.67132092096988,18.0513246015408,simulationGroup1
32,5,9.42548866017585,17.1788952501117,simulationGroup1
32,6,1.34431317355489,14.8332330271382,simulationGroup1
32,7,8.99066832549964,7.82474879060586,simulationGroup1
32,8,16.0081333470357,9.09763652391645,simulationGroup1
32,9,1.25574413123071,33.0870021320069,simulationGroup1
32,10,4.24926993959062,24.8235389900752,simulationGroup1
32,11,5.79547103444416,18.1633598679657,simulationGroup1
32,12,9.00218156362839,28.1722404892942,simulationGroup1
32,13,0.4909751120172208,15.6926955713798,simulationGroup1
32,14,11.0467392053154,11.7559627351205,simulationGroup1
32,15,26.602679838663,21.2952131859569,simulationGroup1
33,1,1.49434555359987,36.9985586517385,simulationGroup1
33,2,13.718673523369,9.71496515772412,simulationGroup1
33,3,14.6770112053968,16.3198753578767,simulationGroup1
33,4,1.07635133572649,20.2748535946663,simulationGroup1
33,5,4.31803065100024,31.9347016538372,simulationGroup1
33,6,12.00784432939,11.2062164004667,simulationGroup1
33,7,26.2897397971341,18.7660732574576,simulationGroup1
33,8,7.5628442893576,23.2419047229222,simulationGroup1
33,9,1.54369741754527,38.639668810913,simulationGroup1
33,10,8.52784396515007,16.3627188267044,simulationGroup1
33,11,3.95155096281381,12.326074220506,simulationGroup1
33,12,1.76120772805941,49.8142981227447,simulationGroup1
33,13,14.4287541898023,13.8676119362911,simulationGroup1
33,14,18.5104247893293,37.9434322960886,simulationGroup1
33,15,12.2400703429784,18.7512075586482,simulationGroup1
34,1,9.98132364253688,14.9275578549265,simulationGroup1
34,2,1.35372499145513,18.3622484425294,simulationGroup1
34,3,3.85529950244051,24.2994348104974,simulationGroup1
34,4,10.1926582879872,45.1760592249767,simulationGroup1
