rep,id,fM1,theta,mu_1,mu_2,mu_3,mu_4,mu_5,group
1,16,3.89437275013356,12.7607448500068,0.706579896392901,0.3791752318431296,0.2426949173842592,0.9435172438038222,2.1280406789832,simulationGroup1
1,17,13.2376996005597,12.0862572487647,0.6046316559222745,0.3911738723256952,0.3345416521092675,2.18429233598205,2.19115980516342,simulationGroup1
1,18,9.1836994310083,19.0431558823464,0.5828478737252291,0.8428056952729783,0.2293974052078347,3.86255058108153,0.8175642892154512,simulationGroup1
1,19,3.41161165793923,21.74289853291,2.0497033827889,0.6753951925680763,0.5008904473701569,3.37553752870188,0.4084439110770229,simulationGroup1
1,20,2.22388569638562,25.3025038736199,1.29262478695161,0.3554638977492347,0.1220210560004944,2.0127109439463,1.76405070438423,simulationGroup1
1,21,2.75043175302724,24.0553899788692,3.19439689288142,0.4824252928426623,0.1765078609551166,3.59766555972933,2.33730910804689,simulationGroup1
1,22,2.26163086368513,37.9893793641973,1.70514428941601,0.5215689272526576,0.1779135831097893,2.27482871159793,3.19733884991226,simulationGroup1
1,23,1.15421271507348,27.465571306486,0.9262627061696581,0.3776407873888644,0.4266273885332231,1.24902420025658,1.27109067612364,simulationGroup1
1,24,3.02928429725047,13.5279215488607,0.3893367269718152,0.4064227565826422,0.0938016601218357,2.12746126388308,1.42246022265352,simulationGroup1
1,25,4.42353648274721,13.5219344727003,0.4906366008664132,0.4039322822724697,0.2005180586917053,1.2462413186295,0.858042071014022,simulationGroup1
1,26,3.20607407210385,5.43519042187774,2.21073484231348,0.4101604844955687,0.3306403789618801,1.59460148697508,0.7434599215605493,simulationGroup1
1,27,10.1998064250878,5.11977022230686,1.3228679093671,0.3088384223738651,0.6271864340964536,0.2422222824261925,2.23989467970301,simulationGroup1
1,28,5.79617192104929,19.3251450000447,0.7416471042047229,0.415876790742418,0.4226434087974177,1.77524323916838,2.85274258846942,simulationGroup1
1,29,1.64273153215453,31.5466334711294,0.8330149022838649,0.4175603160649727,0.329675279563408,0.7772803043851854,0.4666164896192093,simulationGroup1
1,30,10.1261515663434,29.3656062655192,0.5036563059168058,0.7653269011290961,0.5721602024173313,1.42167831827733,0.200078735366377,simulationGroup1
1,31,5.49498693209171,19.3573054921738,0.4567969882201248,0.4711516113632531,0.1204662173054782,1.03904950457585,3.56611231873742,simulationGroup1
1,32,4.98273798379717,19.1203613395751,1.10581838963299,0.4003661556528045,0.4143816837765981,1.34570635898964,4.69030898187018,simulationGroup1
1,33,2.83599254508562,9.11052085104964,4.2617333719662,0.3453572176973382,0.1757568386569761,2.87716503043748,2.69464151563724,simulationGroup1
1,34,1.70661384999312,7.4380466346911,0.7075219337005664,0.6669441248555901,0.4507263047143084,0.5553602984928632,1.99335802716276,simulationGroup1
1,35,15.9875247134462,15.7086009758261,1.72640140128573,0.4551225311223552,0.3526869751517992,2.10081054825137,0.3062622794136194,simulationGroup1
1,36,2.92119391321952,16.0781836445689,2.16423991145918,0.3824183865355119,0.4213022782891097,2.97017415820016,0.4270509187408331,simulationGroup1
1,37,2.78824623794724,28.4553869803283,0.4361665249159099,0.3421658108025649,0.3346005854439941,1.4343332475263,1.86214828563201,simulationGroup1
1,38,8.88774467701924,18.5478566104308,2.73337673395103,0.236176939444444,0.1636475085413008,1.37867891301829,0.7996609390121145,simulationGroup1
1,39,9.5053916909266,24.7276669347707,1.14502561721814,0.55032596739018,0.4246226601420707,1.2820468006822,13.6713271757187,simulationGroup1
1,40,3.32341196264366,14.8422184447125,1.71409535372581,0.6588292769251467,0.4248018254832724,1.84246450726284,2.08114459263578,simulationGroup1
1,41,10.3138044351764,16.3461464466142,1.00425105860553,0.3257323055760215,0.2785641863260258,1.40726432117495,0.8531836851156168,simulationGroup1
1,42,4.63341990039935,16.7219875762561,1.66289126516521,0.3875882712730406,0.3219726479593462,1.94122264756458,1.3809699225357,simulationGroup1
1,43,3.48348572622863,39.9423796584431,0.3936601337442491,0.4778422270051922,0.0740900836664507,3.31596229182654,0.2079474601349242,simulationGroup1
1,44,4.52865983531149,8.14102328793885,1.05465233698156,0.4751866709788052,0.4096014686075673,2.03366818138892,0.6846198673971661,simulationGroup1
1,45,8.78685470752246,12.8406064065134,0.343419481075226,0.6844724764614427,0.2670090034189247,1.4700843117667,2.47082101142556,simulationGroup1
1,46,2.3088578124551,13.2103883074716,0.5523719022896996,0.5601787905552423,0.155174322070962,1.79924580132389,0.8197894398835202,simulationGroup1
1,47,1.55104082416474,30.6765710634302,1.81410398563448,0.3976879301364823,0.1952108533985132,1.30218087035574,2.17871395215803,simulationGroup1
1,48,3.58128079185892,21.0875438670128,1.7830129923385,0.4509430430623169,0.3797045336597465,1.19772189562512,0.0860587986908746,simulationGroup1
1,49,3.87860717361377,45.9230345926354,0.5840427769028093,0.4539969769255695,0.5957450153052098,2.54714573457644,2.37697564375296,simulationGroup1
1,50,10.677464616176,15.0669681490261,0.9417642780098898,0.5358549162229727,0.6718088051973504,1.33658803840141,1.40085088214288,simulationGroup1
2,1,10.7709670674896,35.5016818439241,0.8095826034359996,0.7267062738258149,0.3147759316199867,1.81212970697402,3.06530102161951,simulationGroup1
2,2,2.44378666294262,12.6588055557257,1.232330707642,0.5875447488910546,0.3156444152544814,1.18076438312306,0.8536206246650673,simulationGroup1
2,3,6.49326835677793,38.8745745190279,1.78467531634945,0.4276115927789823,0.2033765172720306,2.69640573769999,0.7056912625543287,simulationGroup1
2,4,8.4794484386044,17.5914233615026,1.19047937750688,0.7035037486594653,0.2326961194476472,1.72822362808993,3.47624252188894,simulationGroup1
2,5,7.71486678113088,36.9617083457789,1.52526726111543,0.4282016129839027,0.5493112424728912,1.04518115336809,0.239132657873207,simulationGroup1
2,6,10.9019588347299,17.1736805895321,1.03617070423781,0.5236842771610812,0.3914132821548612,1.47778529124012,3.85118086250456,simulationGroup1
2,7,6.44944190575672,56.2748436973502,0.542745604996604,0.638428982453023,0.5979343132948585,1.795106877292,1.60657636320458,simulationGroup1
2,8,2.81939284078707,30.5169131236635,0.3332299594644171,0.3701519321383386,0.4574975712040508,4.12745870073675,1.19364927835855,simulationGroup1
2,9,17.0454024774835,17.9013328924279,0.7819490123752785,0.4730008143897082,0.2555888482919885,2.55238825298358,4.04642770513415,simulationGroup1
2,10,3.5532543940666,29.3555067830211,1.24298880084133,0.2684788183101498,0.1791668668856924,1.27062614764535,0.6445761846789035,simulationGroup1
2,11,4.77052024360235,18.8074955235248,0.810936057486941,0.8023523447496315,0.2653979452283068,2.38655476870102,1.54028359227611,simulationGroup1
2,12,1.3837410316896,12.6700411848379,1.14881197116478,0.7444209858524573,0.5820559129916542,1.08852259108079,1.20015536059401,simulationGroup1
2,13,8.80662935908943,16.8954346124097,1.51817947827312,0.4696973912257216,0.2683843593524686,1.43737983276298,0.965727614996541,simulationGroup1
2,14,27.2395960991037,25.9994573765645,3.03013205020723,0.5843914195475217,0.1962786537069178,0.3791659065523887,0.2491209539120755,simulationGroup1
2,15,13.866097893054,20.1192875684164,0.433452056475329,0.7377467060705829,0.3057347743096559,3.36883197269068,0.1985768860415192,simulationGroup1
2,16,12.7878645576152,20.1913665321663,1.23199387811034,0.4050977346318707,0.305461091794045,0.8920330072879928,0.3986020303884675,simulationGroup1
2,17,3.10452699031938,43.9102702038486,0.3511486020886411,0.4081891345298807,0.9003481818198626,0.532048470033352,0.5636804252297318,simulationGroup1
2,18,22.0472984123029,20.2722347410326,1.42556375162549,0.2922930552310775,0.1215040952274104,0.9483442552177256,4.03891825955495,simulationGroup1
2,19,1.30497238896772,9.1292431372853,0.8742819022575316,0.5194783270506219,0.6111764727982301,1.15561733736984,3.32285842498547,simulationGroup1
2,20,25.0106666870213,12.8687088143362,0.6848912896938901,0.5893076068682485,0.2214882384885297,1.09468674986812,2.93161357788142,simulationGroup1
2,21,30.5745732319187,15.7823948779396,0.1950383516095425,0.8949557533585714,0.4970001667823759,2.94194071864293,2.80872844431631,simulationGroup1
2,22,5.39865393974968,9.03408858865826,0.5755683175895703,0.4368510137100223,0.1617409721857231,2.15495851113361,1.06289115750888,simulationGroup1
2,23,12.5956769324765,30.4788724453254,0.6398338896303616,0.4472105837626897,0.3646359153542308,1.89628861033249,0.6482847995985872,simulationGroup1
2,24,3.84049744020184,7.83637760183185,1.42059371829349,0.5466599420605118,0.3228841543275274,1.45714518080089,0.1618804135916547,simulationGroup1
2,25,13.3392039692703,6.73041199484049,0.6375803759684451,0.435093437070483,0.2465777740385487,1.84444025408607,0.8589740406317208,simulationGroup1
2,26,3.31166034062462,20.136454730177,1.09754143088448,0.5369360871775118,0.2527041261752168,2.66747875309669,0.9459445404104809,simulationGroup1
2,27,8.48495003891969,15.8989158270808,0.6334107787255762,0.4556591839098713,0.1267962312606822,2.57882083924972,1.70375764163859,simulationGroup1
2,28,1.44603687336263,11.3423341521627,0.4903393700932434,0.7496422040093326,0.4552416502709755,2.88352917702477,0.5768625442377443,simulationGroup1
2,29,5.15760321575996,41.8244644164132,2.56114711083183,0.6365592933525922,0.3216171928707044,2.65647953029716,1.76309825470955,simulationGroup1
2,30,3.15127825100127,17.8690623103632,2.5860157676727,0.3537674834947869,0.152678609273532,0.5843055786885391,1.04360109595218,simulationGroup1
2,31,9.1649823097882,29.9138662755154,1.21847182915144,0.3984293681328586,0.3036914852565281,0.8071117293721674,0.3675268239998518,simulationGroup1
2,32,13.3713434515179,32.2698930355874,0.2693649150824207,0.5990341978157638,0.3535388509844886,1.10544047610753,0.4740461510621847,simulationGroup1
2,33,3.73766139471081,9.53850191486029,1.16022874496324,0.4232867615996892,0.2502002814532617,1.11701236457035,10.460193824989,simulationGroup1
2,34,2.99899144037997,24.7058935844687,0.7493764846289198,0.4421627624432297,0.1503580560859591,0.3179161126235966,3.24811998564198,simulationGroup1
2,35,4.28456823297371,9.8998622324796,1.29995912515103,0.5800295722772117,0.3431601662424407,1.93394020377213,1.65317025147391,simulationGroup1
2,36,4.412978576807,26.8794566557779,0.6365227237403452,0.4485499107502025,0.1733436641735131,1.08170276915504,1.34914464674006,simulationGroup1
2,37,9.81853123218328,14.526894153795,0.5927328718895122,0.3024843667360343,0.2748235521896412,1.21202856744021,0.9450848091820591,simulationGroup1
2,38,14.9191334667873,37.7127556516737,0.6901895328265455,0.3851747077360156,0.6347014348145115,0.5697636123864555,1.34786851299086,simulationGroup1
2,39,0.5593884939209859,9.25916901287775,0.9007364423226214,0.3029677103362539,0.4607941093067009,2.12670387854873,0.3061433569149458,simulationGroup1
2,40,13.7865208256231,12.5529875901688,0.3663609803316962,0.287466361116317,0.2660027328254405,1.19888067237018,10.325814893434,simulationGroup1
2,41,2.91517395650115,16.2966861374442,1.80222304334668,0.6956754367090914,0.243935154685937,4.22222641626514,0.7207103645030785,simulationGroup1
2,42,4.03837640785331,28.7748297402393,0.5710165031584687,0.6433163038472205,0.2836182841474953,2.71242426134008,1.85951565439853,simulationGroup1
2,43,2.37168232112036,16.9426940175865,0.5988490777792599,0.4841566581374497,0.4123564947111171,2.19264646495499,1.2607832200143,simulationGroup1
2,44,1.38623657234507,17.5675237510595,0.4517289101498239,0.5945412226334743,0.1476981649739462,1.99340253345597,0.9591327189297777,simulationGroup1
2,45,6.21926659655897,12.9832819923342,1.76541766443739,0.5535326035313525,0.1864128046360735,1.77943883084881,0.6928326450234376,simulationGroup1
2,46,2.9344802189957,15.2607287783796,0.5108814184911202,0.3383952707536892,0.1396399335799924,2.27407170911149,0.6722098798725197,simulationGroup1
2,47,1.19415828018797,15.4736037948521,0.2602382778978987,0.7015816273453533,0.7222879837605272,2.15128663782549,0.6478926690490493,simulationGroup1
2,48,3.19623313936113,17.3360541831616,1.53209408885038,0.4482196263475462,0.079902265278789,0.9326221809508854,0.7286452115861554,simulationGroup1
2,49,2.81075187391924,13.4170080951787,0.7381341933459938,0.5904873085870185,0.2053746140840411,2.80374431825852,1.50809836787769,simulationGroup1
2,50,3.47645265367045,13.5290584065088,0.3595644145446272,0.5227948482908782,0.2755211048522865,3.64522530331737,1.79565955160523,simulationGroup1
3,1,10.2498764708862,23.8246677757445,0.3153659098073196,0.4168765186872219,0.2921400569124459,0.5269549398655822,0.8161473618868227,simulationGroup1
3,2,5.16893990731791,28.6725824506463,0.1860070679069042,0.3895201866001751,0.1839987824840621,0.2671349882991382,1.2475625793015,simulationGroup1
3,3,0.6326780455347994,13.8368917495137,0.5493259581707667,0.4946128230173369,0.3519682872025391,2.39477283680567,1.18643355089757,simulationGroup1
3,4,9.42621656235297,9.94660152774968,1.87248374063829,0.4107434021777931,0.3189256889268597,1.06615771600938,1.50562221210806,simulationGroup1
3,5,4.66339658074806,17.0403163843643,0.8524931714203531,0.6978422198659808,0.2057894565517562,3.22367636762921,5.18152803031257,simulationGroup1
3,6,2.51205457809538,26.82667544477,1.28553128696894,0.4560250305014946,0.2395679235309856,1.00043989406019,0.6887829328682737,simulationGroup1
3,7,2.28957524537194,34.5713775339054,0.9385979709214188,0.5052524423011057,0.0995483722235184,1.74532015089643,1.62692100837713,simulationGroup1
3,8,2.95906908456311,45.8252753546335,1.45934647467904,0.5355446477895577,0.4275636940842885,2.22434823141141,2.30481389430805,simulationGroup1
3,9,3.98874524798622,25.9619515542593,0.7688598739955458,0.3299339465867506,0.316165586616442,2.65126592459356,13.715422770781,simulationGroup1
3,10,2.83441230865344,11.1824769895516,1.07082210314828,0.3990361337467234,0.4353456516878595,1.33821641615276,0.9085007619260437,simulationGroup1
3,11,2.0561263981853,37.5258072510284,0.3777883459233215,0.4893246355660028,0.1791661149063666,0.7652148374768382,0.6399771522031296,simulationGroup1
3,12,6.64065771830278,20.1693847326786,0.843300585126881,0.4961824195681315,0.3839127193618568,1.57088514845129,1.25502982470401,simulationGroup1
3,13,1.56644869557974,20.0746167919213,0.6402508640166692,0.879076451217632,0.2090218613441453,1.75013119705993,2.47656415700994,simulationGroup1
3,14,6.6847744837664,17.1888247068782,0.7917134030570613,0.3502776598220946,0.3496563609098992,2.54803979486248,2.76549109798796,simulationGroup1
3,15,4.11657281195261,31.3344046526078,0.3468414128591915,0.2908217022033632,0.2415835565004132,3.20330553842527,1.08151994689731,simulationGroup1
3,16,6.12337931193038,10.4337968063157,1.22949508318386,0.603249175512054,0.3087866084990441,2.58581553070594,5.05073670904759,simulationGroup1
3,17,7.05784697627332,16.7279920696981,0.8011904162419075,0.2977898701845309,0.3098151178390824,0.9668019611401442,2.36634686399618,simulationGroup1
3,18,1.18713161108714,26.1734609843548,1.61276049584383,0.5688928129153734,0.343614234939515,4.30455063760551,0.4206227773293832,simulationGroup1
3,19,1.95413523414976,18.7562143513194,2.55175122039347,0.8570883331063172,0.2079670489167837,1.23710006606062,0.3941225444559602,simulationGroup1
3,20,8.74121063358256,38.2890711394002,0.5373612591298044,0.5315814337131426,0.2029459326618892,1.94882677330456,0.1300638852261359,simulationGroup1
3,21,5.09819909011575,21.981551757777,3.52095376852284,0.5751527645360717,0.3122504865512563,1.42410386749847,1.8124692167462,simulationGroup1
3,22,1.87878792927627,72.6461332387521,1.34928429182913,0.4014728341939057,0.2293571206909538,0.7837351147960786,2.09828509626448,simulationGroup1
3,23,2.47294049185787,6.83672632187232,1.58026864560434,0.3902661019943539,0.0847728914744461,1.06207664755062,2.44463248667142,simulationGroup1
3,24,2.55585790902807,9.49069988992348,0.9837585758467566,0.5275639233162001,0.2029659451414869,1.32723227539419,2.2861657317149,simulationGroup1
3,25,1.67752263002506,16.8911681397163,3.26379335166915,0.3645895235208,0.3002471087125345,2.98069639526842,5.30135847625042,simulationGroup1
3,26,11.1762467684659,7.5530635354277,3.44120622831855,0.6434600418099221,0.2136029967198455,1.06131189162875,1.27763344879644,simulationGroup1
3,27,2.26531960260925,20.4131067125258,2.00715615869551,0.6831621105246524,0.2984510585976181,1.70281766658196,1.68654699729803,simulationGroup1
3,28,17.7190843958973,27.6073017820364,0.6487775524793824,0.581839727331883,0.1434020351090354,1.41151284055468,3.0041954850739,simulationGroup1
3,29,5.63270198893237,40.2106891921613,1.21242539031763,0.8306458956352,0.2182908148869003,1.81041499956676,7.74842603148722,simulationGroup1
3,30,11.3696702933625,12.1488521784428,1.22944810553415,0.398835342452529,0.5042763343088486,0.7891766608769474,5.28418769469286,simulationGroup1
3,31,3.82207906084935,15.0293833330252,2.04042644828078,0.757245535379261,0.433036934965028,6.64995838809689,2.16556201991447,simulationGroup1
3,32,4.81848502155232,22.864919808608,2.87817142156922,0.3509718671559783,0.3489718919514354,1.65774498527884,1.45633691088565,simulationGroup1
3,33,3.1331600542133,23.239947139847,0.5168010495217723,0.4032333860516816,0.2552826737871198,1.37676566880602,8.95182166970284,simulationGroup1
3,34,2.97572849105265,12.6071480964766,0.642383095132659,0.6094539163279225,0.1494354049005684,0.8710421236114186,1.47297511889161,simulationGroup1
3,35,6.09105184189211,18.6229468327495,1.33886970795618,0.6349605064514834,0.1113337544634183,0.6758702669395941,3.11409259595004,simulationGroup1
3,36,3.80649027773321,21.5686066314723,1.42166287678777,0.3724304274949547,0.2513039566150734,0.6646908452347137,0.5135896085169503,simulationGroup1
3,37,5.96637893671794,26.8986332798375,1.11713366547546,0.6329451205675273,0.1753638056635156,2.20998388892626,1.10177774711842,simulationGroup1
3,38,3.95320647270829,19.9344942823888,0.5897630123007694,0.4013557407372553,0.4531084295200016,0.98283674740671,1.69438348893263,simulationGroup1
3,39,2.80855758159985,37.185250269191,0.4571434739188814,0.6032051151799158,0.2029669639081668,3.60903722950037,9.56709314478334,simulationGroup1
3,40,2.93678282127123,32.5918082509288,0.8061560873674148,0.5345132484601808,0.668359947531916,0.6816138144571841,0.231748086316244,simulationGroup1
3,41,0.9211262861391368,25.6056038495214,1.38949723710313,0.8022840888666458,0.2138450167994189,3.77978846027959,1.84536617478582,simulationGroup1
3,42,4.42172249167225,19.0440803898765,2.46417694839302,0.6049121834663429,0.2527201483558116,1.68411517244849,0.307409422997639,simulationGroup1
3,43,6.39110425381033,28.509361437769,1.19081053459759,0.5240898206311441,0.20482384415997,3.01154424657715,1.02292942255279,simulationGroup1
3,44,3.21023430161715,17.7194797970325,1.08087462809549,0.4071691742859264,0.3189268198563525,2.98569291621558,1.0865011438169,simulationGroup1
3,45,1.19507307588212,25.6362584875628,1.58619846005601,0.7577749827193794,0.3397040131231498,3.17886290388784,1.16223985454359,simulationGroup1
3,46,20.3875310970416,10.2296102276812,1.8108286079414,0.518676562357509,0.2017467608525597,0.833062085259753,2.68641261584983,simulationGroup1
3,47,3.87987675741543,12.2987620064304,1.81008015279834,0.4791931452402116,0.2435125167195821,1.23786276522226,2.97415165175952,simulationGroup1
3,48,22.308125367709,20.6111055723345,0.4563394903607453,0.4739657908990462,0.2131749357306983,2.6260921473187,0.4194674631272464,simulationGroup1
3,49,1.03892428041688,24.311528679704,1.72745165332883,0.327968560991265,0.2424396055161494,0.9570273611433668,0.5740969879110858,simulationGroup1
3,50,4.32586074360321,14.6302997170641,1.1095026018274,0.5924400499525293,0.2809822700073766,1.5253697739946,4.38303415913211,simulationGroup1
4,1,12.9464785309343,13.2559572417091,0.6782616282372719,0.3443474100698734,0.4863280320769744,1.80749692817244,1.79834855105189,simulationGroup1
4,2,3.45426771906484,18.4798240672966,1.41036463746989,0.4937888073333546,0.1585373387677788,3.37866056912518,1.55918635437875,simulationGroup1
4,3,1.89984237576751,21.8193329037272,0.6590865579964941,0.4471060001600367,0.0787595679215978,2.68558494047715,3.88788043980609,simulationGroup1
4,4,14.2740838783942,35.2808163718962,0.2984011859715369,0.4999254596840442,0.1571022624153705,0.5070511295572625,0.6971383700842818,simulationGroup1
4,5,2.56546111244923,11.7329071625372,0.7837148734157502,0.4060250702981085,0.3157065004066708,2.31352250899125,2.03688674028258,simulationGroup1
4,6,4.00869085052445,19.7577723303614,0.5427449047606536,0.6518963786209776,0.6581306618435897,0.6912417610180678,0.9950562614393644,simulationGroup1
4,7,6.62601728187072,48.6273209122087,0.1801737431752355,0.6279804301463784,0.1380769064913739,4.27385655493211,6.76289981157206,simulationGroup1
4,8,18.4564310799469,20.9076439016169,0.5334321072576292,0.4605168145314799,0.2168383347189717,1.39518167772295,4.86843351032315,simulationGroup1
4,9,3.28733956070181,21.1786880097427,1.10632432143213,0.4022872854951087,0.1481797393590481,1.27252377350025,3.27277461287447,simulationGroup1
4,10,6.37429443459078,18.2106325964842,1.59856569163457,0.5434752402577488,0.2145759825244372,2.27345121703234,0.623708167789408,simulationGroup1
4,11,12.1518782746326,13.1797888938843,3.15178479728634,0.7564166809278009,0.1885772309385085,1.65968817268839,0.5366256780468892,simulationGroup1
4,12,1.75101085420542,37.1595217385461,0.9936526359976365,0.4592693772895053,0.2507449257096455,2.04138936725294,4.32913949483381,simulationGroup1
4,13,2.39309650861747,16.71094875483,0.4037455188040286,0.619264943123116,0.2309410518413863,1.86422865225699,0.2417592638571054,simulationGroup1
4,14,1.79449328029287,39.0611143886767,0.9394585001822739,0.6695759789642219,0.4798166101413283,3.28827021175641,4.58506409522124,simulationGroup1
4,15,5.57724932387191,17.1539036894333,2.37185640505164,0.2920761739154101,0.3718828209994015,1.97604032911238,0.5540654939151072,simulationGroup1
4,16,7.47229953411991,24.3382624186476,2.38428334275066,0.6631537877153975,0.1705819186519578,1.31226425395191,1.38192978355644,simulationGroup1
4,17,6.63758437717189,10.7388578583459,1.56276121450344,0.6214543547783447,0.3008917511297541,1.43860439703676,0.7903719717061695,simulationGroup1
4,18,1.92946998456225,11.9841465810294,0.6787191896404189,0.4281417287535465,0.3001525205221575,1.13066230079293,1.12828344979811,simulationGroup1
4,19,5.26660188641564,37.1098886832003,0.4150271999094756,0.6344361139145636,0.258311018938891,2.85315549446257,0.9217728036882012,simulationGroup1
4,20,2.31380837600235,17.4575393457155,0.7841422529393792,0.5910765989503936,0.24492207212043,1.34754454448741,0.6231036430781527,simulationGroup1
4,21,17.0056663283941,12.9372789004349,0.2943400233842154,0.5966860687947924,0.0944024426204812,1.03057196339409,0.7694085502163144,simulationGroup1
4,22,8.5228894134702,23.0520153395024,0.6139338729009453,0.2987567917710369,0.2122198898439152,2.15392838710281,2.55747894822252,simulationGroup1
4,23,5.34848358139446,7.85787654171767,0.469881425515212,0.4459400581902528,0.1911884936756375,1.04926469832357,0.1736000943280164,simulationGroup1
4,24,9.20413410151896,5.81222663930934,0.92742949184042,0.5144081059968073,0.1922853308434781,1.44899357631635,0.848048121493566,simulationGroup1
4,25,4.29883364013394,12.9059751278482,0.8527774657798193,0.4580958248304463,0.3970426907433063,2.92783142076809,2.59991489352716,simulationGroup1
4,26,9.58314280667211,17.295488369505,0.8760946502980682,0.6829432712314158,0.2241619200411319,1.29494800569011,0.4814054293327309,simulationGroup1
4,27,4.64069595556196,12.358256043455,3.42878974958102,0.6105145461989808,0.1631124149807785,2.36230903113013,0.8447184236392955,simulationGroup1
4,28,3.7934932945709,25.468722656398,1.55807703457028,0.3329325202317849,0.3024467240588089,0.8048723122024101,0.8353719897090292,simulationGroup1
4,29,5.98057926843287,18.3244111925402,0.3814781101579385,0.5561314337699081,0.3405089215002871,1.99290652270002,0.2176137487075376,simulationGroup1
4,30,1.33133592342179,33.8026781782429,1.1252409128044,0.3742780772631046,0.2090021305596387,1.693483875987,0.5884522425300491,simulationGroup1
4,31,1.88345675393475,22.8945128430343,2.59081622644668,0.4233637353648708,0.4245192176851925,1.18610116706929,0.3953654450720761,simulationGroup1
4,32,15.2562990631302,19.8981927850129,0.5327709559020913,0.551997845263935,0.2490709663025531,3.72185191474334,2.6400212556047,simulationGroup1
4,33,4.7664082239048,4.31993645818051,1.60048018522264,0.3803128749318088,0.3485548142000885,0.9550993573300999,1.50343469354263,simulationGroup1
4,34,12.0759589118713,30.8690725757038,0.1932349961012881,0.4247754922269049,0.3513688701253026,2.26404174938101,2.1686189748025,simulationGroup1
4,35,4.03343876722252,19.5721791415718,2.27185495917162,0.3443856110551762,0.1601781506175274,1.79374009667082,0.276771693276861,simulationGroup1
4,36,2.10261652290487,10.3319602395104,2.34484945788661,0.6152809353078448,0.6355876706218117,0.7135399222333942,3.0969048613157,simulationGroup1
4,37,14.043797843568,16.0637013128969,1.0559692840192,0.6348592472476084,0.1291163942579603,1.1299935735003,1.13759230112953,simulationGroup1
4,38,2.39403802512008,16.6412182494973,2.65834375961706,0.7539839601234685,0.5111102980953129,5.02142606767323,3.27254144847928,simulationGroup1
4,39,2.8070339911716,19.1047492780006,2.63088738400597,0.941767810911065,0.2129668665837012,4.0910990952909,0.4335891535387309,simulationGroup1
4,40,18.5295587611764,17.6586656039124,2.55245201240397,0.4333547755445097,0.2816198144568894,1.11291227039394,2.03710879307717,simulationGroup1
4,41,3.2443074564631,53.1207445743896,2.71136086198393,0.4772109736422244,0.3033525336014904,0.943044828169108,1.02097904677142,simulationGroup1
4,42,7.17438614194099,14.0262195442733,0.8448557354893053,0.4484403305381305,0.1851100822044549,2.22389492634087,7.80924040328485,simulationGroup1
4,43,6.11068698426183,15.4408798398799,0.4850312145233991,0.5173602360403832,0.1904412226543955,0.7000796145116269,0.9680603439294708,simulationGroup1
4,44,10.536918847078,16.1948653877802,1.89045778620161,0.5954039172315422,0.2513154714041418,1.27204064428404,8.34630338927571,simulationGroup1
4,45,7.52262231261226,46.4191849607215,1.00968291627911,0.4190589105330922,0.2881293096345169,1.36377275817042,0.9354862074090716,simulationGroup1
4,46,11.4049248624907,21.6719582217359,0.53516356703835,0.51921493695842,0.3102615309972446,4.72792032251329,0.2625838440964461,simulationGroup1
